1056|464|7|12|9|10|6
4240|958|17|27|7|8|10
890|685|17|40|6|2|5
4940|884|4|13|2|3|5
4|824|13|-12|7|6|1
166|1245|2|-29|4|10|1
1805|614|14|-26|9|4|4
4975|137|20|-5|5|1|6
2273|949|5|-19|8|4|9
3022|763|16|-15|6|0|1
4954|1271|12|-24|6|9|10
2537|769|7|30|0|0|7
2738|861|4|10|2|7|0
2068|1165|9|2|6|0|3
759|1043|4|5|5|4|10
1811|1441|1|31|0|5|6
2387|305|8|-15|6|3|9
628|806|15|-4|2|2|2
3395|589|16|6|8|9|6
2235|1335|18|-1|2|0|5
2494|1023|12|-12|10|0|8
2121|76|18|29|2|1|0
87|944|18|-3|4|4|3
3309|1243|13|26|8|4|5
857|1044|13|2|8|8|5
837|690|9|35|1|8|10
1374|1219|7|2|5|9|4
4414|1350|13|22|6|5|2
1981|224|19|29|5|3|10
911|1450|6|-4|7|0|1
951|1193|16|-1|6|5|7
1097|725|14|23|1|5|6
4054|1408|4|28|3|4|6
1179|1377|10|-5|8|3|10
1114|1431|2|30|7|4|0
553|589|4|35|5|1|5
557|113|10|-16|5|10|5
2734|1401|5|35|2|1|8
4569|486|12|36|2|2|6
3852|223|5|18|5|0|5
4347|1024|14|-24|7|3|6
3289|820|6|31|0|0|2
681|181|20|8|7|0|10
686|1059|10|39|6|8|0
3854|473|16|22|9|4|1
568|1369|12|28|1|6|8
1948|526|17|-12|4|9|5
3470|1250|8|5|5|3|2
4911|907|15|-18|0|7|2
3173|74|10|0|6|5|0
4684|1375|14|-28|2|10|2
4903|1039|10|24|3|10|2
4691|409|14|30|10|8|5
2500|327|19|21|6|9|4
3292|1465|1|13|1|6|10
593|272|3|-14|7|7|5
2878|112|9|14|2|0|5
1532|703|3|-1|8|5|2
1736|237|6|37|6|3|7
2659|417|16|26|6|5|4
2982|282|4|34|7|4|2
4099|911|14|16|4|1|9
2024|1385|13|-30|3|9|5
4367|681|8|-5|3|2|9
4912|1124|16|-21|1|8|6
1527|863|1|13|9|10|2
4316|492|18|-27|1|4|3
4108|1127|18|2|3|5|2
1404|153|6|33|9|6|5
3262|82|12|14|9|9|6
3192|1192|3|35|4|7|2
4098|1422|3|-3|8|9|6
1982|397|6|12|1|2|10
4045|1117|9|-30|1|9|9
498|624|18|-16|2|2|4
2559|838|19|4|4|5|7
2395|718|16|28|8|7|3
1188|168|9|31|4|0|7
2195|150|1|16|3|5|0
83|1224|1|38|10|0|6
4960|923|15|-16|6|3|9
4878|748|12|25|9|8|9
3211|975|2|2|2|10|10
28|554|16|38|8|2|7
1898|497|6|9|6|2|0
2188|985|7|11|10|1|1
4283|1369|10|-19|2|8|6
1082|824|17|18|4|8|1
776|1387|14|4|5|7|0
4722|1410|3|-11|8|9|6
3381|163|16|-18|4|8|9
4768|578|18|0|7|0|7
2793|798|2|-1|6|8|8
3399|594|20|11|8|8|0
2306|1474|7|3|6|2|3
172|689|19|8|8|1|3
1164|626|14|23|8|2|4
3355|945|6|4|1|5|3
877|436|18|-15|7|5|8
3150|53|18|22|4|8|2
1874|667|5|37|10|2|5
2225|612|14|8|9|0|1
1155|594|2|34|4|6|7
1271|1369|20|9|6|4|2
2497|283|12|21|3|1|5
4132|190|20|-28|7|2|9
1622|1093|11|26|0|6|6
1918|1477|18|-17|3|8|2
1705|965|20|-6|4|7|2
4865|979|12|9|1|3|6
2251|407|20|23|8|1|3
360|336|14|-23|3|3|4
4633|296|18|8|9|7|7
472|530|5|0|2|5|8
214|226|3|-30|8|9|8
2935|913|18|9|8|10|5
4467|504|13|5|3|2|5
3313|44|6|31|5|6|1
1860|1260|18|-19|7|8|9
2018|86|9|26|2|9|0
4910|331|6|23|8|10|8
3118|896|2|-3|2|0|9
2933|334|12|-29|0|8|3
4241|584|8|22|4|3|10
73|1376|13|36|8|0|10
1106|1248|14|26|8|0|4
4906|1256|4|25|2|5|10
599|985|9|26|7|0|1
2590|1076|14|10|9|1|2
856|948|8|17|6|3|6
980|1092|14|33|5|8|3
1072|1171|8|20|9|5|1
4517|434|16|13|0|8|2
2279|369|19|-19|9|6|0
4731|1131|16|-28|7|3|5
2076|800|18|-25|3|7|7
2307|1034|13|-17|3|2|2
131|507|20|-6|4|2|10
1785|656|17|-5|9|3|6
1029|1256|10|-14|5|7|4
1899|18|8|11|2|6|10
4522|919|7|3|4|2|4
1215|57|10|-6|0|8|8
1815|648|13|25|1|10|10
332|4|18|-20|8|10|5
1882|827|14|7|2|4|5
3362|133|10|-8|10|5|1
248|1483|2|-28|5|7|8
484|92|13|27|0|6|0
3286|1176|20|21|6|5|9
3536|975|7|25|8|2|6
3729|978|15|4|8|3|9
3504|6|9|0|8|10|6
2195|397|14|6|3|4|2
83|547|12|21|1|3|7
4264|110|8|-5|1|8|0
4853|48|15|20|8|5|7
1046|1010|7|-9|8|10|9
2537|419|3|3|5|3|3
2747|1484|10|21|9|6|4
4514|1136|20|26|7|2|0
3270|1211|16|20|1|5|7
1279|1259|9|13|0|5|5
1912|1246|19|-4|0|7|2
684|1076|20|39|6|1|4
4589|627|9|34|7|5|3
1098|1107|18|2|1|7|3
3657|639|9|14|2|6|3
4052|1041|5|15|5|0|1
1654|1386|18|27|2|9|6
1588|85|9|34|10|10|0
1126|1431|3|-8|5|3|1
3265|753|5|-2|5|0|6
780|496|7|-4|6|5|0
954|702|4|-24|2|9|2
1034|569|17|24|8|4|1
4117|633|11|34|9|5|9
3037|717|10|5|3|9|6
2007|312|3|-1|2|10|8
2495|357|17|33|1|1|4
3162|355|12|-29|5|6|1
3922|1407|12|4|1|7|10
4385|639|18|-13|2|0|3
1664|904|12|-30|2|6|2
1810|777|15|-24|3|10|6
1482|773|8|14|7|7|9
1763|1347|7|-9|5|0|0
76|1289|2|-29|3|6|7
1313|14|13|4|3|4|5
3521|613|14|7|5|6|3
1074|887|7|-4|0|1|8
2680|774|18|-9|4|8|6
1489|417|7|-29|3|1|6
3861|1439|13|-12|5|1|4
3945|1198|7|3|4|7|10
586|788|20|7|0|6|0
1865|824|11|28|5|3|7
2974|652|17|-15|1|9|6
4092|1203|14|-23|8|1|10
4737|14|3|-24|2|0|8
2994|75|2|-24|9|4|1
1616|619|9|-29|1|1|3
4441|18|2|1|5|6|4
4174|962|14|-9|4|9|2
4978|903|1|27|0|6|6
1810|290|13|14|6|5|6
3674|989|19|17|2|4|0
515|1331|4|32|8|8|2
420|1177|4|11|7|10|0
2771|1281|7|23|5|4|1
4328|1425|2|-30|8|8|8
4204|761|18|38|2|10|4
3673|1197|5|-24|3|2|4
4458|1138|20|9|3|4|2
696|970|9|17|7|9|6
4247|1134|3|1|7|0|9
488|1401|20|-11|3|7|3
1534|575|13|-27|10|6|9
2766|704|8|-19|9|0|10
164|477|19|-28|5|4|4
3184|369|2|38|5|6|8
442|1360|10|-27|0|2|3
2524|510|10|40|6|3|5
4464|203|9|-7|2|8|10
3737|479|13|-18|9|10|1
834|533|11|17|5|6|1
4530|300|8|21|4|5|4
421|1224|9|-17|7|2|5
589|1305|8|9|2|3|8
2696|1472|7|20|8|7|10
2690|455|19|23|2|6|8
3682|1319|6|32|5|1|9
3296|718|13|36|7|2|6
1507|1173|10|38|1|4|8
202|1168|10|36|1|4|5
4048|477|7|40|4|3|0
1600|196|19|-21|7|9|5
2216|764|2|20|1|4|6
4649|1207|10|-14|10|0|9
266|757|2|11|0|1|10
2398|181|16|-4|4|2|10
1696|594|3|14|9|5|7
1380|295|2|13|7|10|8
1955|351|18|-9|7|4|0
2862|369|3|33|10|0|2
3671|1086|2|12|6|3|3
557|83|19|31|1|10|6
4305|288|2|-2|5|4|0
2647|874|9|-21|3|3|0
4924|628|1|-14|4|7|5
3688|1197|12|12|8|10|0
967|389|8|8|1|10|8
4175|10|16|-20|6|2|10
747|1289|1|4|9|6|0
816|719|8|35|9|5|9
408|1203|10|18|4|3|4
564|1108|1|14|5|2|6
2558|259|10|37|6|10|10
2867|221|13|14|1|5|10
4582|1187|1|11|5|3|9
2759|1192|9|11|7|10|1
1218|542|6|-14|9|5|9
3099|638|14|16|5|8|1
71|706|5|5|3|9|6
3427|1397|10|35|2|10|1
414|1199|2|1|1|1|4
4935|1154|11|30|2|1|10
4931|1135|14|-28|6|3|3
272|984|8|-26|3|2|3
3651|1205|1|13|9|1|2
3395|1347|15|-15|0|3|0
1645|1215|14|22|8|1|1
1251|1364|8|-17|7|7|10
878|1056|19|31|1|7|7
2680|1106|4|-30|10|10|6
3409|719|16|2|3|6|9
1653|792|16|20|4|4|1
4641|1051|8|8|10|10|7
2372|241|1|38|8|2|3
4905|848|14|18|2|10|6
2900|692|3|-13|5|8|8
1358|1238|11|9|3|8|10
2941|642|6|17|6|8|1
3462|446|15|-24|8|8|2
4200|1355|5|32|9|4|2
4877|1099|6|-27|3|5|0
566|1435|7|4|10|2|6
4186|201|19|22|6|0|8
2079|795|13|-7|7|10|7
3595|456|10|12|4|5|10
3796|500|18|-24|5|1|6
834|22|19|1|4|9|9
4944|844|14|5|3|1|1
2135|697|18|12|3|3|7
3618|1227|19|20|3|2|5
1908|999|1|13|4|10|10
3468|897|12|31|2|1|2
4247|1433|3|-27|5|5|8
4867|667|7|17|3|6|8
1363|1371|3|-19|9|6|0
1835|794|11|27|7|8|0
4559|1122|6|-7|5|4|1
4461|112|9|-8|1|9|1
2563|1393|10|7|0|10|7
342|1053|5|-27|9|6|5
1439|933|16|-27|10|7|2
3292|614|4|-17|0|10|3
747|1202|1|35|7|5|4
4389|229|16|10|10|9|7
4657|1453|17|13|1|2|1
279|1220|18|40|1|7|4
1352|179|4|-3|4|9|3
1998|209|15|-1|3|3|5
1083|24|1|14|4|8|1
2049|1445|19|26|3|2|10
944|858|4|19|6|3|4
1615|315|11|37|5|8|8
140|980|20|36|3|10|2
2888|1214|9|18|5|5|10
902|400|6|23|1|8|6
4987|380|2|35|9|9|2
2380|1186|4|-6|6|8|6
2997|1438|17|1|8|5|3
1953|1229|6|-17|2|5|7
2858|594|16|-27|0|5|0
564|1498|8|-12|6|6|1
1398|433|8|-27|6|7|2
4269|442|4|1|9|3|1
2933|564|19|13|5|10|5
2255|132|4|27|3|10|1
2194|1174|14|9|4|4|8
4174|223|17|-11|4|5|6
1025|1058|9|-12|7|4|0
1107|842|6|3|1|10|5
240|156|18|35|3|5|6
4571|233|18|-28|5|4|0
3027|405|16|-15|1|8|2
3819|566|17|31|5|5|9
3885|134|2|36|0|8|2
2040|643|18|29|4|10|0
2636|889|1|34|8|8|10
193|41|12|-11|5|2|2
939|1380|14|15|6|2|4
1416|582|2|12|7|5|1
1681|324|13|-25|2|9|7
4232|42|10|-28|3|10|7
1245|594|20|7|0|3|6
2311|371|1|-16|2|10|4
2807|1482|19|9|5|0|1
3339|706|5|10|8|4|3
1140|422|18|36|2|6|9
1247|372|17|-3|3|7|4
1750|1150|3|-16|4|8|2
1092|11|12|38|10|9|3
2256|1404|9|-6|9|10|2
2180|717|20|34|0|6|1
2577|947|14|9|8|5|9
1591|1158|9|22|3|0|6
3879|892|13|33|3|2|0
2253|182|20|26|8|10|7
3242|715|9|18|2|6|10
4739|586|12|21|9|3|0
1393|374|9|-20|7|2|10
4891|267|13|22|6|9|3
2966|9|8|23|1|0|1
4366|630|12|-7|7|3|4
1008|173|20|7|1|5|3
2345|30|3|5|7|6|9
826|411|13|33|10|10|2
4021|271|8|31|4|3|0
4904|778|9|33|6|7|6
3867|269|18|-25|3|3|2
1067|1354|6|-12|4|2|8
3524|385|2|32|6|8|2
3331|320|14|-16|9|9|7
807|1296|2|-15|2|5|10
4072|230|11|10|8|5|6
2576|1212|17|35|2|10|9
4237|570|2|10|0|8|6
3942|1308|13|-22|6|3|5
4569|1355|7|9|0|5|7
507|565|2|9|7|1|0
1070|279|7|-23|1|9|7
3184|202|16|-12|6|9|7
4486|684|3|-19|2|7|0
1060|558|12|33|9|1|9
1751|600|10|4|7|1|4
1280|1444|15|-30|7|7|0
2972|773|13|31|10|4|2
2058|396|17|-12|0|4|10
3725|1373|1|27|6|0|8
3907|319|10|-4|6|9|6
1591|699|7|13|6|1|6
1458|479|13|14|0|5|1
4506|1430|9|9|7|2|2
1666|1112|7|-11|6|7|2
2843|486|2|-8|4|0|2
707|593|12|-5|9|6|1
4852|1135|10|14|0|0|9
4860|928|11|-26|7|3|9
995|465|14|20|8|6|10
2464|1447|14|40|2|4|6
4105|346|17|-8|9|3|5
2985|835|9|39|7|2|7
4968|109|8|20|0|5|2
3688|1380|1|24|4|7|5
4973|209|8|-23|7|2|4
3471|962|17|15|5|5|9
2703|669|17|-14|6|1|6
4695|48|16|-17|0|5|10
3989|1427|3|12|8|7|4
4947|841|8|31|5|1|2
613|1314|16|25|4|2|10
2712|1044|7|21|2|10|6
4905|487|17|36|4|7|8
4361|862|14|11|4|9|9
969|1281|18|25|4|6|10
132|135|11|3|2|10|1
3112|488|7|-23|9|3|0
4955|1296|2|24|3|1|8
1684|1401|16|15|2|10|3
2670|927|5|28|0|7|2
1330|911|16|34|3|6|4
359|1153|9|27|6|7|9
787|1289|9|6|6|4|9
1104|805|10|26|5|1|5
2793|722|14|14|2|9|6
915|1487|3|9|0|3|1
4982|1265|17|-27|1|4|2
136|40|14|17|2|7|6
621|329|8|-27|0|0|3
2289|1219|19|40|7|3|9
4580|873|8|38|9|9|6
1240|672|16|-26|1|4|4
4996|1063|18|-7|2|0|2
226|955|20|-16|2|9|6
187|619|14|21|9|8|5
4768|1111|6|18|2|4|10
4383|455|6|-17|9|0|5
3473|82|13|-18|10|8|3
1479|338|19|37|5|6|4
4029|694|17|21|9|0|7
3973|532|5|-13|5|4|5
1974|1195|3|-6|10|5|9
3177|240|12|36|6|6|8
3350|821|4|8|4|8|10
1870|1469|7|-14|2|5|0
240|1081|18|-25|2|0|1
2376|25|4|33|6|7|9
876|577|6|-23|5|1|3
3100|1174|4|31|8|10|3
2755|850|8|-4|3|10|8
755|1389|19|35|7|7|2
3996|113|14|36|6|4|9
2587|852|16|-1|0|5|1
1782|542|6|-19|0|10|7
655|775|14|36|8|3|7
4663|565|19|-19|7|4|9
4508|814|18|14|5|4|7
3197|796|11|36|5|2|4
4446|1301|10|3|0|7|6
3542|172|2|-7|0|10|8
2219|720|16|-8|4|10|1
3093|328|1|17|6|4|5
2894|763|1|-14|9|7|9
2415|1258|1|25|3|8|2
2754|276|7|-22|5|1|1
2608|1441|13|1|1|8|1
4599|742|15|11|5|5|2
3743|987|20|-28|7|3|0
1183|8|20|40|10|5|4
2078|1487|18|16|8|2|6
1134|333|18|1|8|9|3
3755|22|20|-4|1|0|0
4735|1069|18|17|4|4|6
4315|1039|14|-14|1|10|0
2349|615|16|-7|0|9|10
1783|726|20|-22|8|1|8
1477|350|19|37|7|4|9
1645|904|6|-22|10|10|1
2643|991|15|10|2|0|8
2492|439|6|30|10|4|5
4199|721|16|4|8|1|9
2918|79|2|-4|3|8|7
2481|701|11|-27|3|5|3
4041|341|2|-15|9|3|4
2972|1495|16|19|0|2|7
3117|512|11|-28|4|8|1
3117|1407|14|28|1|4|0
3862|1449|5|-4|5|0|10
452|1498|14|-5|6|7|9
3043|1248|12|20|10|6|0
4225|277|12|10|2|0|2
454|1186|20|38|2|1|1
4643|483|10|22|4|2|3
2541|636|11|18|9|6|0
2418|904|11|28|8|8|10
4071|627|7|-6|3|2|5
2863|470|3|4|3|4|2
2678|1273|17|38|2|7|4
1031|509|17|29|9|4|2
3742|1040|12|39|3|0|8
1645|100|12|-30|10|6|10
3082|1129|12|-9|0|5|9
4817|413|4|29|3|5|3
2371|171|9|-23|1|2|1
1708|1122|20|-21|7|7|0
178|1392|20|-9|2|4|2
2333|482|11|-28|3|9|6
765|1004|19|3|0|6|4
3254|694|16|-1|4|3|9
1294|1335|12|10|2|4|2
3158|327|16|21|6|0|9
4739|496|3|27|2|10|7
4740|372|12|7|9|10|10
2644|590|10|-28|5|8|1
2453|436|20|11|8|7|8
1171|1089|5|-11|2|3|9
1378|19|4|-12|7|2|3
3633|608|7|19|1|4|8
2716|250|5|7|0|0|2
2703|109|1|-24|0|6|1
1871|665|4|-26|1|10|4
2842|1129|5|-23|1|9|3
802|1271|3|24|4|10|9
1364|48|14|8|0|2|8
2988|681|4|5|10|10|1
3819|368|11|-1|2|5|7
2423|1200|2|37|8|8|10
1239|59|5|8|9|9|5
2892|884|15|-16|8|5|8
1021|676|12|-8|5|1|4
2746|169|2|22|8|8|4
3325|837|20|19|3|1|0
3690|1281|7|10|1|6|6
1111|115|16|30|2|1|9
2803|1438|17|-15|0|2|7
205|1497|14|-1|10|7|10
4932|87|12|-9|4|7|1
2356|597|17|-26|5|0|2
4972|982|6|25|8|3|4
4664|1025|14|-30|6|1|3
3018|354|14|14|4|9|3
3008|262|14|15|5|10|3
1505|1284|9|36|1|8|9
1747|1022|1|-26|3|3|7
357|900|5|-29|9|9|7
2928|750|6|30|3|7|4
4130|1054|10|-8|4|2|0
3841|1259|16|5|9|5|0
3256|851|14|23|9|3|2
2115|96|5|26|10|7|5
4053|495|13|23|7|6|5
1804|669|16|-30|0|4|5
2254|723|6|-24|0|9|4
1711|996|13|15|0|2|1
4022|1258|1|37|4|2|2
1291|785|5|6|1|5|10
3588|667|15|-3|1|10|0
2489|123|1|37|4|9|9
877|1034|7|7|8|10|9
1296|204|19|38|4|7|10
2819|495|19|12|7|9|7
3077|1464|12|7|5|8|0
3921|960|6|-9|10|5|10
2511|913|10|14|2|7|7
4199|75|4|19|0|3|3
581|2|1|6|3|7|5
612|580|19|33|10|9|1
1989|1299|3|39|2|2|8
2325|894|20|20|2|6|7
4955|1114|9|9|2|5|9
2837|915|6|-13|8|8|4
2382|8|6|-12|9|6|2
4290|747|17|-29|6|4|3
4890|183|19|1|3|7|10
4661|1250|18|30|10|4|8
2593|1029|16|33|1|2|2
4174|976|17|-2|5|4|8
2407|1429|13|-1|7|4|9
4716|998|5|26|2|1|5
2047|554|7|35|1|3|2
4026|936|13|27|4|0|0
2700|457|6|13|9|0|7
3117|899|9|25|2|0|6
1969|893|10|-16|5|10|6
4210|1183|5|20|7|9|6
3494|555|19|-9|2|10|4
370|976|1|34|9|5|1
4996|1059|2|36|8|9|4
26|844|4|0|4|0|7
1410|1021|9|10|10|3|5
4858|402|14|-20|8|5|3
2122|651|2|-13|0|3|10
2359|771|19|-20|10|7|1
4804|215|10|-14|2|10|6
4929|560|16|-8|7|1|7
2327|634|5|-4|7|5|4
2609|430|17|0|2|1|4
3669|745|14|-16|6|3|7
882|1031|11|28|1|5|3
849|810|12|-30|4|8|4
836|706|12|0|0|1|9
2544|1381|10|30|2|3|2
3714|360|4|-28|6|7|8
2033|1040|13|34|6|8|1
4411|1173|15|-27|2|3|3
4779|1465|1|-22|6|10|0
3631|474|18|32|1|2|9
4608|337|9|26|10|6|7
802|94|10|-19|3|0|3
3222|769|16|-19|6|3|6
685|654|2|-2|6|2|2
247|652|14|27|5|4|3
3140|850|19|15|4|1|10
1016|741|20|-6|2|6|3
1622|1154|20|13|8|8|4
3360|594|5|33|6|10|4
4856|241|16|-12|6|10|10
1907|1288|13|29|6|6|10
4437|1422|13|5|1|5|8
1974|140|9|8|9|5|5
3522|240|2|23|8|6|7
2290|723|12|-21|10|1|9
964|849|4|25|2|1|2
1275|570|11|-30|8|7|9
44|821|18|15|8|4|1
4722|739|3|2|9|1|10
2095|38|14|15|3|9|3
4096|937|4|-12|7|2|3
1653|772|2|8|3|1|6
487|12|18|-17|3|4|5
2978|619|4|24|9|6|7
1344|746|7|20|5|9|7
4244|828|15|-15|8|1|3
4273|1385|12|12|7|7|4
1273|28|8|-28|2|2|5
681|1147|1|37|9|10|4
706|220|7|7|5|8|8
199|100|8|-13|1|10|4
2839|277|20|12|9|8|1
4170|1353|9|12|5|4|10
1146|1009|11|2|4|6|4
907|536|6|29|9|7|8
219|1101|12|25|0|9|7
841|437|20|32|10|8|3
4046|380|1|-7|10|0|4
3355|699|2|8|9|1|2
124|1284|3|1|4|10|7
